host_is_superhost,neighborhood,borough,room_type,accommodates,price,review_scores_location,review_scores_rating
f,Midtown,Manhattan,Entire home/apt,2,474,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,273,0.00,0.00
f,Bushwick,Brooklyn,Entire home/apt,4,140,4.75,5.00
f,Ditmars Steinway,Queens,Private room,2,65,4.86,4.51
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,63,4.00,5.00
f,Midtown,Manhattan,Entire home/apt,2,376,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,355,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,220,5.00,4.91
f,East Village,Manhattan,Entire home/apt,2,154,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,2,120,5.00,5.00
f,Harlem,Manhattan,Private room,1,93,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,3,125,4.71,4.83
f,Williamsburg,Brooklyn,Entire home/apt,2,140,0.00,0.00
t,Rosedale,Queens,Entire home/apt,3,84,4.80,4.94
f,Chinatown,Manhattan,Private room,1,75,4.25,4.25
f,Hell's Kitchen,Manhattan,Entire home/apt,3,545,0.00,0.00
f,South Ozone Park,Queens,Private room,1,65,4.33,4.67
f,Hell's Kitchen,Manhattan,Entire home/apt,3,545,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,80,0.00,0.00
t,Sunset Park,Brooklyn,Entire home/apt,2,175,4.93,4.91
f,Crown Heights,Brooklyn,Private room,2,43,3.00,5.00
f,Chelsea,Manhattan,Entire home/apt,2,380,5.00,5.00
f,Gramercy,Manhattan,Entire home/apt,1,1000,0.00,0.00
t,Brooklyn Heights,Brooklyn,Private room,2,155,4.95,4.90
f,Brownsville,Brooklyn,Private room,2,45,4.29,4.64
f,Sunset Park,Brooklyn,Private room,2,40,0.00,0.00
f,Canarsie,Brooklyn,Private room,1,64,4.56,5.00
f,Crown Heights,Brooklyn,Private room,2,40,5.00,4.00
f,Midtown,Manhattan,Private room,6,119,4.70,4.03
t,Midtown,Manhattan,Private room,2,223,5.00,4.92
f,East Harlem,Manhattan,Private room,2,99,4.50,4.75
f,Bedford-Stuyvesant,Brooklyn,Private room,1,60,0.00,0.00
f,Bushwick,Brooklyn,Entire home/apt,6,80,5.00,5.00
f,East Village,Manhattan,Entire home/apt,2,82,4.87,4.31
f,Bushwick,Brooklyn,Private room,2,50,4.54,4.78
f,Civic Center,Manhattan,Entire home/apt,3,250,5.00,5.00
t,Hell's Kitchen,Manhattan,Entire home/apt,4,125,5.00,5.00
t,Edenwald,Bronx,Private room,2,58,4.81,4.81
f,Hell's Kitchen,Manhattan,Entire home/apt,3,469,0.00,0.00
f,Midtown,Manhattan,Private room,2,75,4.93,4.63
f,Bedford-Stuyvesant,Brooklyn,Private room,2,32,5.00,5.00
f,Sunset Park,Brooklyn,Private room,2,59,4.69,4.82
f,Long Island City,Queens,Private room,4,250,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,2,250,5.00,5.00
f,Upper East Side,Manhattan,Entire home/apt,6,999,0.00,0.00
f,Clinton Hill,Brooklyn,Private room,2,40,5.00,4.00
t,Gramercy,Manhattan,Entire home/apt,3,155,4.96,4.91
f,Hell's Kitchen,Manhattan,Entire home/apt,3,369,5.00,4.50
f,Midtown,Manhattan,Private room,4,63,5.00,4.33
t,Ozone Park,Queens,Entire home/apt,2,90,4.88,4.88
f,Bedford-Stuyvesant,Brooklyn,Private room,2,350,0.00,0.00
f,Nolita,Manhattan,Entire home/apt,4,298,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,392,0.00,0.00
f,Flatiron District,Manhattan,Entire home/apt,2,187,5.00,4.88
f,Hell's Kitchen,Manhattan,Entire home/apt,2,105,0.00,0.00
f,Gramercy,Manhattan,Entire home/apt,2,186,5.00,5.00
f,East Village,Manhattan,Private room,2,165,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,7,250,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,6,350,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,96,4.75,4.25
f,Ditmars Steinway,Queens,Private room,2,65,5.00,5.00
f,Nolita,Manhattan,Entire home/apt,5,275,0.00,0.00
t,East Elmhurst,Queens,Entire home/apt,2,89,4.78,4.92
f,Theater District,Manhattan,Private room,2,500,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,3,150,4.92,4.85
t,Greenpoint,Brooklyn,Private room,2,101,5.00,5.00
t,Greenpoint,Brooklyn,Private room,2,145,4.98,4.98
f,Hell's Kitchen,Manhattan,Entire home/apt,3,110,4.86,4.43
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,149,4.70,4.60
f,Hell's Kitchen,Manhattan,Entire home/apt,3,429,0.00,0.00
f,Lower East Side,Manhattan,Private room,2,135,4.92,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,429,0.00,0.00
t,Midtown,Manhattan,Entire home/apt,6,1999,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,500,5.00,5.00
f,Flatbush,Brooklyn,Private room,2,85,4.00,5.00
f,Bushwick,Brooklyn,Entire home/apt,4,150,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,4,130,4.97,4.74
f,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,8,199,4.40,4.73
f,Crown Heights,Brooklyn,Private room,2,60,5.00,5.00
f,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,4,225,0.00,0.00
t,Rockaway Beach,Queens,Entire home/apt,4,205,4.89,4.93
f,Bushwick,Brooklyn,Private room,2,115,0.00,0.00
f,Financial District,Manhattan,Entire home/apt,2,575,0.00,0.00
f,Bushwick,Brooklyn,Entire home/apt,2,69,4.49,4.73
f,Jamaica,Queens,Entire home/apt,2,99,0.00,0.00
t,Ridgewood,Queens,Entire home/apt,6,357,5.00,5.00
f,Midtown,Manhattan,Private room,4,344,0.00,0.00
f,Midtown,Manhattan,Private room,2,381,0.00,0.00
f,Bensonhurst,Brooklyn,Shared room,1,15,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,10,700,0.00,0.00
f,Flatiron District,Manhattan,Entire home/apt,6,699,4.57,4.29
f,Hell's Kitchen,Manhattan,Entire home/apt,12,1771,0.00,0.00
f,East Harlem,Manhattan,Entire home/apt,4,110,4.33,4.67
f,Upper West Side,Manhattan,Entire home/apt,2,140,4.63,4.29
f,Hell's Kitchen,Manhattan,Entire home/apt,3,85,5.00,4.96
f,Gramercy,Manhattan,Entire home/apt,2,250,5.00,5.00
f,Flatbush,Brooklyn,Private room,1,30,4.33,4.67
f,Little Italy,Manhattan,Entire home/apt,3,143,4.89,4.45
f,Cambria Heights,Queens,Entire home/apt,2,70,4.50,4.50
f,Hell's Kitchen,Manhattan,Entire home/apt,2,300,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,6,108,4.57,4.61
f,Greenpoint,Brooklyn,Private room,1,69,5.00,4.67
f,Rockaway Beach,Queens,Private room,1,114,5.00,4.93
f,Midtown,Manhattan,Hotel room,4,200,5.00,5.00
t,Clinton Hill,Brooklyn,Entire home/apt,2,180,4.97,4.94
t,Springfield Gardens,Queens,Private room,2,129,4.98,4.98
f,West Village,Manhattan,Entire home/apt,4,250,0.00,0.00
f,Canarsie,Brooklyn,Private room,2,80,3.67,5.00
f,Midtown,Manhattan,Entire home/apt,7,145,4.84,4.56
t,East Village,Manhattan,Entire home/apt,4,315,4.93,4.87
f,Bushwick,Brooklyn,Private room,1,50,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,2,195,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,70,4.83,4.83
f,Queens Village,Queens,Private room,2,70,4.92,4.83
f,Washington Heights,Manhattan,Private room,2,50,0.00,0.00
f,Long Island City,Queens,Entire home/apt,2,115,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,429,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,185,4.91,4.18
f,Chelsea,Manhattan,Entire home/apt,2,400,0.00,0.00
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,120,4.73,4.93
f,East Village,Manhattan,Entire home/apt,6,480,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,156,4.00,4.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,150,4.67,5.00
f,Boerum Hill,Brooklyn,Private room,2,220,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,4,80,5.00,3.50
f,Murray Hill,Manhattan,Private room,2,286,0.00,0.00
f,East New York,Brooklyn,Private room,6,135,4.60,4.67
t,Richmond Hill,Queens,Private room,2,59,4.64,4.92
f,Williamsburg,Brooklyn,Entire home/apt,2,120,5.00,4.83
f,Long Island City,Queens,Shared room,1,50,1.00,1.00
f,Gramercy,Manhattan,Entire home/apt,2,216,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,1,150,5.00,5.00
t,Sunset Park,Brooklyn,Entire home/apt,4,291,4.86,4.97
f,Bedford-Stuyvesant,Brooklyn,Private room,2,49,5.00,5.00
t,Williamsburg,Brooklyn,Entire home/apt,2,225,4.84,4.94
f,Hell's Kitchen,Manhattan,Entire home/apt,2,130,4.81,4.76
f,Red Hook,Brooklyn,Entire home/apt,4,150,5.00,5.00
f,Bushwick,Brooklyn,Private room,3,70,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,6,250,4.95,4.57
f,Two Bridges,Manhattan,Entire home/apt,2,117,4.55,4.76
t,Williamsburg,Brooklyn,Entire home/apt,3,232,4.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,35,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,75,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,4,125,0.00,0.00
t,Canarsie,Brooklyn,Private room,2,58,4.64,4.82
t,Financial District,Manhattan,Private room,2,239,4.50,4.38
f,Harlem,Manhattan,Entire home/apt,16,3500,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,280,5.00,5.00
f,Longwood,Bronx,Entire home/apt,2,95,4.77,5.00
f,Fort Greene,Brooklyn,Entire home/apt,2,146,5.00,5.00
f,Harlem,Manhattan,Private room,2,81,4.25,4.50
f,Park Slope,Brooklyn,Entire home/apt,3,78,0.00,0.00
t,Gramercy,Manhattan,Entire home/apt,4,197,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,3,319,5.00,4.92
t,Rockaway Beach,Queens,Private room,2,125,4.87,4.91
t,Canarsie,Brooklyn,Private room,1,52,5.00,5.00
f,Elmhurst,Queens,Private room,2,60,4.67,3.00
f,Chelsea,Manhattan,Entire home/apt,2,300,5.00,4.50
t,Hell's Kitchen,Manhattan,Entire home/apt,9,700,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,55,0.00,0.00
f,West Village,Manhattan,Private room,1,175,5.00,4.99
t,Lower East Side,Manhattan,Entire home/apt,2,208,4.89,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,545,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,6,331,4.92,4.34
f,Crown Heights,Brooklyn,Entire home/apt,5,147,4.71,4.72
f,Harlem,Manhattan,Private room,2,125,5.00,5.00
f,South Slope,Brooklyn,Private room,2,69,4.87,4.89
f,Gowanus,Brooklyn,Entire home/apt,2,100,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,2,230,0.00,0.00
f,Theater District,Manhattan,Entire home/apt,2,195,5.00,4.50
f,Midtown,Manhattan,Private room,6,136,4.89,4.30
f,Morningside Heights,Manhattan,Private room,2,90,5.00,4.75
f,SoHo,Manhattan,Entire home/apt,2,250,5.00,5.00
f,Murray Hill,Manhattan,Private room,12,1036,0.00,0.00
f,West Village,Manhattan,Entire home/apt,2,275,4.99,4.75
f,Flatbush,Brooklyn,Entire home/apt,2,100,4.25,4.75
f,Bedford-Stuyvesant,Brooklyn,Private room,1,55,0.00,0.00
f,East Village,Manhattan,Entire home/apt,4,285,4.67,4.60
f,Bedford-Stuyvesant,Brooklyn,Private room,2,90,5.00,5.00
t,Hell's Kitchen,Manhattan,Entire home/apt,6,215,4.91,4.90
f,Forest Hills,Queens,Shared room,1,23,1.00,1.00
f,Midtown,Manhattan,Entire home/apt,3,115,4.92,4.42
f,Midtown,Manhattan,Entire home/apt,3,240,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,3,189,4.75,5.00
f,Chelsea,Manhattan,Entire home/apt,4,550,5.00,5.00
f,East Harlem,Manhattan,Private room,2,85,3.00,3.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,175,4.73,4.91
f,Midtown,Manhattan,Entire home/apt,4,300,0.00,0.00
f,Park Slope,Brooklyn,Entire home/apt,4,190,4.97,4.84
f,Upper West Side,Manhattan,Entire home/apt,6,235,1.00,1.00
f,Midtown,Manhattan,Entire home/apt,3,125,4.80,4.80
f,Harlem,Manhattan,Entire home/apt,4,150,4.00,4.18
f,Brooklyn Heights,Brooklyn,Private room,2,55,5.00,4.50
f,Kips Bay,Manhattan,Entire home/apt,2,179,4.87,4.96
f,Flatiron District,Manhattan,Private room,12,1033,0.00,0.00
f,Nolita,Manhattan,Private room,2,110,5.00,4.94
f,Gramercy,Manhattan,Entire home/apt,6,450,5.00,5.00
t,Sheepshead Bay,Brooklyn,Entire home/apt,3,159,5.00,5.00
f,Jamaica,Queens,Private room,2,49,4.70,4.58
f,Bushwick,Brooklyn,Private room,2,75,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,265,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,190,4.79,4.74
f,Hell's Kitchen,Manhattan,Entire home/apt,3,545,0.00,0.00
t,Gramercy,Manhattan,Entire home/apt,2,249,4.93,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,245,4.75,4.50
f,Bushwick,Brooklyn,Private room,2,50,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,2,275,0.00,0.00
t,Upper East Side,Manhattan,Private room,3,403,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,469,0.00,0.00
f,Jamaica,Queens,Entire home/apt,6,130,4.33,5.00
f,Williamsburg,Brooklyn,Entire home/apt,5,375,5.00,4.86
t,Williamsburg,Brooklyn,Entire home/apt,2,120,4.75,4.75
f,Far Rockaway,Queens,Entire home/apt,5,495,4.83,4.17
f,Midtown,Manhattan,Entire home/apt,2,263,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,263,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,4,108,4.83,4.50
t,East Village,Manhattan,Private room,1,90,4.95,4.84
t,Hell's Kitchen,Manhattan,Entire home/apt,3,272,5.00,5.00
f,Ridgewood,Queens,Entire home/apt,2,68,4.62,4.76
f,Flatbush,Brooklyn,Entire home/apt,12,650,5.00,5.00
f,Hell's Kitchen,Manhattan,Private room,2,65,5.00,4.00
f,East Harlem,Manhattan,Entire home/apt,3,200,4.57,4.86
f,Midtown,Manhattan,Private room,3,269,0.00,0.00
f,Elmhurst,Queens,Private room,2,100,5.00,4.69
f,East Village,Manhattan,Private room,2,120,4.78,4.78
f,Flushing,Queens,Private room,2,29,0.00,0.00
t,East Village,Manhattan,Entire home/apt,1,147,5.00,5.00
t,Ridgewood,Queens,Private room,1,66,4.88,4.94
f,Upper West Side,Manhattan,Entire home/apt,4,275,0.00,0.00
f,Prospect-Lefferts Gardens,Brooklyn,Private room,2,85,4.84,4.84
f,Elmhurst,Queens,Entire home/apt,4,100,4.58,4.58
f,Wakefield,Bronx,Private room,1,45,4.94,5.00
f,West Village,Manhattan,Entire home/apt,2,180,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,2,90,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,263,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,263,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,263,0.00,0.00
f,St. Albans,Queens,Private room,4,60,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,6,150,4.75,4.75
f,Upper West Side,Manhattan,Entire home/apt,3,110,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,4,325,4.89,4.66
f,Lower East Side,Manhattan,Private room,2,80,0.00,0.00
t,Bedford-Stuyvesant,Brooklyn,Private room,1,40,0.00,0.00
f,East Village,Manhattan,Private room,2,66,4.89,4.44
f,Bushwick,Brooklyn,Private room,1,40,5.00,3.00
f,Williamsburg,Brooklyn,Private room,1,125,4.75,4.79
f,Midtown,Manhattan,Entire home/apt,3,140,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,90,5.00,5.00
f,Stuyvesant Town,Manhattan,Entire home/apt,2,299,4.75,4.25
f,West Village,Manhattan,Entire home/apt,2,293,5.00,5.00
f,Queens Village,Queens,Private room,2,70,4.42,4.27
f,Murray Hill,Manhattan,Entire home/apt,1,120,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,150,4.85,4.87
f,Astoria,Queens,Entire home/apt,6,93,4.00,4.00
f,Greenwich Village,Manhattan,Private room,1,170,5.00,4.79
f,Carroll Gardens,Brooklyn,Entire home/apt,3,90,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,140,4.62,4.89
f,Hell's Kitchen,Manhattan,Entire home/apt,2,160,0.00,0.00
f,Financial District,Manhattan,Private room,4,221,4.20,4.00
f,Prospect Heights,Brooklyn,Entire home/apt,3,95,4.50,4.50
f,Hell's Kitchen,Manhattan,Entire home/apt,4,197,4.79,4.56
f,Midtown,Manhattan,Private room,4,203,5.00,4.00
t,Hell's Kitchen,Manhattan,Entire home/apt,2,129,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,40,4.80,5.00
f,East Harlem,Manhattan,Entire home/apt,3,150,5.00,3.50
f,Bushwick,Brooklyn,Entire home/apt,6,120,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,3,545,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,3,148,4.54,4.31
f,Midtown,Manhattan,Private room,3,61,4.00,3.75
t,Ditmars Steinway,Queens,Private room,3,85,4.91,4.82
f,Midtown,Manhattan,Private room,2,107,4.92,4.59
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,145,4.88,5.00
f,Bushwick,Brooklyn,Entire home/apt,2,135,4.91,4.82
t,Harlem,Manhattan,Private room,1,85,5.00,5.00
f,Crown Heights,Brooklyn,Entire home/apt,6,425,5.00,5.00
f,East New York,Brooklyn,Entire home/apt,2,70,4.52,4.39
f,Midtown,Manhattan,Entire home/apt,3,545,5.00,5.00
f,East Harlem,Manhattan,Private room,2,75,4.41,4.79
f,East Village,Manhattan,Entire home/apt,2,100,3.00,2.00
f,Lower East Side,Manhattan,Entire home/apt,2,125,5.00,5.00
f,Flatiron District,Manhattan,Entire home/apt,4,110,0.00,0.00
f,Boerum Hill,Brooklyn,Entire home/apt,2,101,5.00,5.00
f,Cypress Hills,Brooklyn,Private room,2,65,5.00,5.00
f,Upper East Side,Manhattan,Entire home/apt,5,253,3.00,2.50
f,Prospect Heights,Brooklyn,Private room,2,55,4.94,4.94
t,Maspeth,Queens,Private room,4,75,4.71,5.00
f,Park Slope,Brooklyn,Private room,1,70,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,8,737,0.00,0.00
f,Woodhaven,Queens,Entire home/apt,7,265,4.78,4.80
f,Midtown,Manhattan,Private room,2,299,5.00,5.00
t,Rockaway Beach,Queens,Entire home/apt,4,180,4.38,4.76
f,Hell's Kitchen,Manhattan,Entire home/apt,4,300,4.88,4.79
f,Inwood,Manhattan,Private room,2,80,4.60,4.60
f,Nolita,Manhattan,Entire home/apt,3,350,5.00,4.00
f,Hell's Kitchen,Manhattan,Private room,2,159,5.00,5.00
f,Bushwick,Brooklyn,Private room,1,35,5.00,5.00
f,Gravesend,Brooklyn,Entire home/apt,3,74,4.75,5.00
t,Allerton,Bronx,Entire home/apt,2,99,4.77,4.89
f,Prospect-Lefferts Gardens,Brooklyn,Private room,2,94,4.83,5.00
f,Harlem,Manhattan,Entire home/apt,2,145,4.59,4.39
t,Midtown,Manhattan,Entire home/apt,4,299,4.67,5.00
f,Lower East Side,Manhattan,Private room,2,154,4.75,4.33
t,East Village,Manhattan,Entire home/apt,2,197,5.00,5.00
f,Astoria,Queens,Entire home/apt,2,105,4.71,4.86
f,Chelsea,Manhattan,Entire home/apt,2,185,5.00,4.86
f,West Village,Manhattan,Entire home/apt,2,130,4.75,5.00
f,Elmhurst,Queens,Shared room,1,40,5.00,4.00
f,Tribeca,Manhattan,Entire home/apt,6,160,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,120,5.00,4.67
f,Midtown,Manhattan,Entire home/apt,3,508,0.00,0.00
t,Harlem,Manhattan,Private room,1,42,5.00,5.00
f,Lower East Side,Manhattan,Private room,2,259,4.79,4.08
f,East Village,Manhattan,Private room,1,85,4.94,4.56
f,Upper East Side,Manhattan,Entire home/apt,2,110,5.00,4.75
f,Ridgewood,Queens,Private room,2,100,0.00,0.00
f,Greenpoint,Brooklyn,Private room,2,89,4.90,4.86
t,SoHo,Manhattan,Entire home/apt,2,284,5.00,4.94
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,218,5.00,5.00
f,East Village,Manhattan,Entire home/apt,2,299,5.00,4.90
t,Hell's Kitchen,Manhattan,Entire home/apt,2,120,5.00,5.00
f,Astoria,Queens,Private room,2,120,5.00,5.00
f,Nolita,Manhattan,Entire home/apt,4,260,5.00,4.57
f,Upper West Side,Manhattan,Private room,6,385,4.71,4.54
f,Hell's Kitchen,Manhattan,Entire home/apt,2,181,4.96,4.93
f,Financial District,Manhattan,Entire home/apt,3,246,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,300,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,238,5.00,4.75
t,East New York,Brooklyn,Private room,2,39,4.52,4.61
f,Bushwick,Brooklyn,Private room,2,75,4.78,4.78
t,College Point,Queens,Private room,2,55,5.00,4.80
f,Brighton Beach,Brooklyn,Entire home/apt,2,95,4.76,4.65
t,Far Rockaway,Queens,Entire home/apt,4,109,5.00,4.70
f,Flatbush,Brooklyn,Private room,1,48,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,3,150,4.80,5.00
f,West Village,Manhattan,Entire home/apt,2,290,5.00,4.67
f,Boerum Hill,Brooklyn,Entire home/apt,2,119,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,180,4.78,4.56
f,Battery Park City,Manhattan,Entire home/apt,3,279,5.00,5.00
f,Stuyvesant Town,Manhattan,Private room,1,165,4.95,4.95
f,Bushwick,Brooklyn,Private room,1,50,0.00,0.00
f,West Village,Manhattan,Entire home/apt,2,300,0.00,0.00
f,Jackson Heights,Queens,Entire home/apt,4,140,4.66,4.47
f,Woodside,Queens,Entire home/apt,2,125,0.00,0.00
f,Williamsburg,Brooklyn,Private room,1,60,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,3,240,0.00,0.00
f,Kips Bay,Manhattan,Private room,2,60,0.00,0.00
f,Harlem,Manhattan,Private room,1,42,4.73,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,100,5.00,4.00
f,Financial District,Manhattan,Entire home/apt,2,126,0.00,0.00
f,Greenpoint,Brooklyn,Private room,2,140,0.00,0.00
f,Bushwick,Brooklyn,Private room,1,50,0.00,0.00
f,Astoria,Queens,Entire home/apt,3,105,4.94,4.95
f,Hell's Kitchen,Manhattan,Entire home/apt,2,125,5.00,4.71
f,Upper East Side,Manhattan,Entire home/apt,4,165,0.00,0.00
t,Carroll Gardens,Brooklyn,Entire home/apt,2,215,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,217,5.00,4.67
t,East Village,Manhattan,Entire home/apt,4,440,4.75,4.88
t,Queens Village,Queens,Private room,2,60,4.42,4.75
f,Midtown,Manhattan,Entire home/apt,3,775,0.00,0.00
f,Upper West Side,Manhattan,Shared room,1,89,4.93,4.74
f,Bedford-Stuyvesant,Brooklyn,Private room,1,25,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,223,5.00,4.63
f,Midtown,Manhattan,Private room,4,70,4.82,4.25
f,Ridgewood,Queens,Private room,2,39,0.00,0.00
f,Carroll Gardens,Brooklyn,Entire home/apt,1,130,4.67,4.67
f,Bushwick,Brooklyn,Entire home/apt,5,286,5.00,4.00
f,Hell's Kitchen,Manhattan,Entire home/apt,5,221,4.87,4.35
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,160,4.93,4.86
f,Astoria,Queens,Private room,1,56,4.67,5.00
t,East Harlem,Manhattan,Private room,2,100,4.78,4.86
f,Murray Hill,Manhattan,Private room,2,100,4.73,4.52
f,Bedford-Stuyvesant,Brooklyn,Private room,2,48,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,49,0.00,0.00
f,Murray Hill,Manhattan,Entire home/apt,6,800,4.67,4.67
t,East Village,Manhattan,Entire home/apt,1,133,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,32,5.00,5.00
f,Flushing,Queens,Entire home/apt,4,75,4.89,4.89
f,Midtown,Manhattan,Entire home/apt,2,265,5.00,5.00
f,West Village,Manhattan,Entire home/apt,2,1000,0.00,0.00
f,Hunts Point,Bronx,Private room,1,40,4.15,4.65
f,Williamsburg,Brooklyn,Entire home/apt,4,159,5.00,5.00
t,East New York,Brooklyn,Private room,2,44,5.00,5.00
f,Vinegar Hill,Brooklyn,Entire home/apt,4,170,5.00,5.00
f,West Village,Manhattan,Entire home/apt,2,330,5.00,5.00
t,Bushwick,Brooklyn,Entire home/apt,2,160,4.83,4.80
f,Lower East Side,Manhattan,Entire home/apt,2,182,0.00,0.00
f,Astoria,Queens,Entire home/apt,2,75,4.88,4.83
t,Hell's Kitchen,Manhattan,Entire home/apt,4,116,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,5,175,5.00,5.00
f,Chelsea,Manhattan,Entire home/apt,2,110,5.00,5.00
f,Greenwich Village,Manhattan,Entire home/apt,4,1000,5.00,5.00
f,Astoria,Queens,Entire home/apt,2,71,4.00,4.00
f,East Harlem,Manhattan,Entire home/apt,3,150,5.00,5.00
t,Hell's Kitchen,Manhattan,Entire home/apt,4,191,4.89,5.00
f,Midtown,Manhattan,Entire home/apt,8,844,0.00,0.00
t,Lower East Side,Manhattan,Entire home/apt,2,1200,4.86,5.00
f,East Village,Manhattan,Private room,2,62,4.50,4.00
f,Chelsea,Manhattan,Private room,2,125,4.93,4.80
f,Olinville,Bronx,Entire home/apt,3,87,4.33,4.83
t,Bedford-Stuyvesant,Brooklyn,Private room,1,37,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,3,100,5.00,5.00
f,Astoria,Queens,Entire home/apt,2,80,4.75,5.00
t,Bedford-Stuyvesant,Brooklyn,Private room,1,30,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,70,4.67,3.67
t,Bedford-Stuyvesant,Brooklyn,Private room,1,37,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,139,5.00,4.57
f,Bushwick,Brooklyn,Private room,2,29,4.67,5.00
f,Bushwick,Brooklyn,Private room,2,30,5.00,4.67
f,Williamsburg,Brooklyn,Entire home/apt,6,190,4.76,4.78
f,East Village,Manhattan,Entire home/apt,2,132,5.00,3.00
f,Long Island City,Queens,Entire home/apt,4,160,5.00,4.50
f,Midtown,Manhattan,Private room,1,105,5.00,3.00
f,Chelsea,Manhattan,Private room,2,50,4.88,4.66
