host_is_superhost,neighborhood,borough,room_type,accommodates,price,review_scores_location,review_scores_rating
f,Port Morris,Bronx,Entire home/apt,4,186,4.71,4.71
f,Hell's Kitchen,Manhattan,Entire home/apt,4,161,4.74,4.65
t,Hell's Kitchen,Manhattan,Private room,2,270,5.00,4.97
t,Upper West Side,Manhattan,Entire home/apt,2,220,4.83,5.00
f,Upper East Side,Manhattan,Entire home/apt,2,155,4.50,3.50
f,Upper East Side,Manhattan,Private room,2,95,4.80,5.00
f,Upper East Side,Manhattan,Entire home/apt,5,149,5.00,5.00
f,East Flatbush,Brooklyn,Private room,1,54,0.00,0.00
f,Bushwick,Brooklyn,Entire home/apt,12,340,4.64,4.52
f,Bedford-Stuyvesant,Brooklyn,Private room,4,210,5.00,5.00
f,Canarsie,Brooklyn,Entire home/apt,4,166,5.00,4.33
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,450,0.00,0.00
f,Prospect Heights,Brooklyn,Entire home/apt,3,175,5.00,5.00
f,Long Island City,Queens,Entire home/apt,5,199,4.87,5.00
f,Astoria,Queens,Entire home/apt,3,100,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,2,258,0.00,0.00
f,Midtown,Manhattan,Private room,4,344,3.67,2.33
f,Midtown,Manhattan,Entire home/apt,5,153,4.94,4.44
t,Kew Gardens,Queens,Private room,1,56,4.83,4.88
f,Midtown,Manhattan,Entire home/apt,5,146,4.94,4.67
f,Hell's Kitchen,Manhattan,Entire home/apt,5,669,5.00,5.00
f,Bushwick,Brooklyn,Entire home/apt,2,99,4.94,4.94
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,72,4.00,4.00
f,Midtown,Manhattan,Entire home/apt,2,354,0.00,0.00
f,Prospect Heights,Brooklyn,Entire home/apt,4,150,4.00,5.00
f,Lower East Side,Manhattan,Entire home/apt,2,369,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,4,513,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,6,2000,4.75,5.00
f,Midtown,Manhattan,Entire home/apt,16,929,4.96,4.81
t,Bushwick,Brooklyn,Private room,2,100,5.00,4.75
f,Bull's Head,Staten Island,Entire home/apt,1,95,0.00,0.00
t,Bushwick,Brooklyn,Private room,1,42,4.46,4.89
f,Upper East Side,Manhattan,Entire home/apt,3,177,5.00,5.00
f,Midtown,Manhattan,Entire home/apt,4,115,4.85,4.15
f,Upper East Side,Manhattan,Entire home/apt,8,385,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,200,4.80,4.90
f,Upper West Side,Manhattan,Entire home/apt,3,183,5.00,4.33
f,Hell's Kitchen,Manhattan,Entire home/apt,2,175,5.00,5.00
f,Midtown,Manhattan,Private room,16,1124,0.00,0.00
f,East Harlem,Manhattan,Entire home/apt,4,180,0.00,0.00
f,Carroll Gardens,Brooklyn,Entire home/apt,6,500,5.00,5.00
f,Nolita,Manhattan,Entire home/apt,3,193,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,150,5.00,5.00
f,Nolita,Manhattan,Entire home/apt,3,164,0.00,0.00
f,Carroll Gardens,Brooklyn,Entire home/apt,7,298,4.70,4.50
t,Midtown,Manhattan,Private room,4,850,5.00,5.00
f,West Village,Manhattan,Entire home/apt,4,190,0.00,0.00
t,Long Island City,Queens,Private room,2,302,4.44,4.84
f,Bushwick,Brooklyn,Entire home/apt,4,200,5.00,5.00
f,East Harlem,Manhattan,Entire home/apt,2,189,4.50,5.00
t,Flatbush,Brooklyn,Private room,2,70,4.53,4.79
f,Carroll Gardens,Brooklyn,Entire home/apt,3,125,4.50,4.00
t,East New York,Brooklyn,Entire home/apt,4,150,4.44,4.89
f,Nolita,Manhattan,Private room,3,164,0.00,0.00
f,Astoria,Queens,Entire home/apt,6,176,4.65,4.43
f,East Flatbush,Brooklyn,Private room,3,80,4.37,4.63
t,Midwood,Brooklyn,Private room,1,32,5.00,4.00
t,Sunset Park,Brooklyn,Private room,2,53,4.13,4.54
f,Long Island City,Queens,Private room,2,260,0.00,0.00
f,Upper East Side,Manhattan,Private room,4,180,5.00,5.00
f,Lower East Side,Manhattan,Entire home/apt,8,561,0.00,0.00
f,Midtown,Manhattan,Private room,2,273,0.00,0.00
f,East Harlem,Manhattan,Private room,2,120,4.95,4.32
f,Upper East Side,Manhattan,Entire home/apt,4,110,4.77,4.69
f,Upper East Side,Manhattan,Entire home/apt,3,250,4.71,4.71
t,Upper West Side,Manhattan,Entire home/apt,3,243,5.00,4.95
f,Midtown,Manhattan,Private room,2,504,0.00,0.00
f,Nolita,Manhattan,Private room,4,59,0.00,0.00
f,Greenpoint,Brooklyn,Private room,1,95,5.00,5.00
f,Lower East Side,Manhattan,Entire home/apt,4,169,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,4,150,4.94,4.95
t,Upper West Side,Manhattan,Entire home/apt,2,282,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,202,4.63,4.63
f,Hell's Kitchen,Manhattan,Entire home/apt,2,100,0.00,0.00
f,Bushwick,Brooklyn,Private room,1,70,5.00,4.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,126,4.52,4.63
f,Gramercy,Manhattan,Entire home/apt,4,250,4.43,4.43
f,Bushwick,Brooklyn,Entire home/apt,2,60,0.00,0.00
t,Flatbush,Brooklyn,Private room,1,50,0.00,0.00
t,East Flatbush,Brooklyn,Private room,1,37,5.00,5.00
t,Bushwick,Brooklyn,Entire home/apt,6,204,4.38,4.63
f,Kew Gardens,Queens,Private room,4,130,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,16,1596,0.00,0.00
t,Sunset Park,Brooklyn,Private room,2,64,4.67,5.00
t,Park Slope,Brooklyn,Entire home/apt,4,325,4.96,4.99
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,150,4.63,4.48
f,Nolita,Manhattan,Private room,3,59,0.00,0.00
f,Harlem,Manhattan,Private room,1,50,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,16,1761,0.00,0.00
f,East Village,Manhattan,Entire home/apt,4,339,4.88,4.50
f,Upper East Side,Manhattan,Entire home/apt,6,750,5.00,5.00
t,Astoria,Queens,Private room,1,43,5.00,5.00
t,East Harlem,Manhattan,Entire home/apt,2,85,4.80,4.40
f,Upper West Side,Manhattan,Entire home/apt,3,185,0.00,0.00
f,Park Slope,Brooklyn,Private room,2,30,5.00,4.83
f,Lower East Side,Manhattan,Entire home/apt,16,1245,0.00,0.00
f,Murray Hill,Manhattan,Entire home/apt,2,157,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,4,130,0.00,0.00
t,Bushwick,Brooklyn,Private room,1,35,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,37,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,109,4.81,4.69
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,150,5.00,5.00
t,Brownsville,Brooklyn,Entire home/apt,12,499,4.67,4.87
f,Greenpoint,Brooklyn,Entire home/apt,8,450,5.00,5.00
f,Harlem,Manhattan,Entire home/apt,5,168,4.82,4.91
t,"Chelsea, Staten Island",Staten Island,Entire home/apt,2,68,5.00,5.00
f,Williamsburg,Brooklyn,Private room,2,1002,4.70,4.00
f,East Flatbush,Brooklyn,Private room,1,90,4.50,4.44
f,Midtown,Manhattan,Entire home/apt,2,334,5.00,3.75
f,Nolita,Manhattan,Private room,3,223,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,4,140,5.00,5.00
f,Williamsburg,Brooklyn,Entire home/apt,3,100,5.00,4.80
f,Hell's Kitchen,Manhattan,Entire home/apt,2,289,5.00,5.00
f,Inwood,Manhattan,Private room,4,40,0.00,0.00
f,Astoria,Queens,Entire home/apt,2,114,4.90,4.84
t,Bedford-Stuyvesant,Brooklyn,Private room,2,89,4.73,4.87
f,Bushwick,Brooklyn,Private room,2,50,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,1,65,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,25,4.00,5.00
f,East Harlem,Manhattan,Shared room,1,74,5.00,5.00
f,Upper East Side,Manhattan,Private room,2,200,4.71,4.41
f,Port Morris,Bronx,Shared room,1,25,3.80,4.20
f,Nolita,Manhattan,Entire home/apt,3,180,0.00,0.00
f,Cobble Hill,Brooklyn,Entire home/apt,4,980,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,125,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,45,0.00,0.00
f,Financial District,Manhattan,Entire home/apt,3,135,5.00,4.86
t,Bedford-Stuyvesant,Brooklyn,Private room,1,39,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,4,150,4.82,4.36
f,Upper West Side,Manhattan,Entire home/apt,2,215,4.97,4.97
f,East Flatbush,Brooklyn,Private room,2,84,0.00,0.00
t,Inwood,Manhattan,Entire home/apt,4,139,0.00,0.00
t,Flatbush,Brooklyn,Private room,2,110,4.66,4.93
f,Inwood,Manhattan,Entire home/apt,2,100,5.00,5.00
f,Upper East Side,Manhattan,Entire home/apt,4,450,0.00,0.00
f,Inwood,Manhattan,Entire home/apt,6,151,5.00,5.00
t,Elmhurst,Queens,Entire home/apt,4,298,4.84,4.96
f,Upper West Side,Manhattan,Entire home/apt,4,200,0.00,0.00
t,Upper East Side,Manhattan,Entire home/apt,4,120,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,4,99,5.00,4.83
t,Midtown,Manhattan,Private room,1,159,5.00,4.89
f,Midtown,Manhattan,Private room,1,131,5.00,5.00
f,Red Hook,Brooklyn,Entire home/apt,2,229,5.00,5.00
t,Brownsville,Brooklyn,Entire home/apt,4,147,4.41,4.83
f,Midtown,Manhattan,Private room,4,1200,0.00,0.00
f,Red Hook,Brooklyn,Entire home/apt,4,1057,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,140,4.85,4.96
f,Upper West Side,Manhattan,Entire home/apt,1,95,0.00,0.00
f,Flushing,Queens,Private room,1,59,0.00,0.00
f,Midtown,Manhattan,Hotel room,2,259,0.00,0.00
f,Midtown,Manhattan,Hotel room,2,209,5.00,5.00
f,Bushwick,Brooklyn,Private room,2,85,4.75,5.00
t,Flatiron District,Manhattan,Entire home/apt,4,411,5.00,4.86
f,Hell's Kitchen,Manhattan,Private room,1,97,0.00,0.00
t,East Flatbush,Brooklyn,Private room,1,37,0.00,0.00
f,Brownsville,Brooklyn,Private room,2,85,5.00,5.00
f,Brownsville,Brooklyn,Private room,1,31,0.00,0.00
f,Chelsea,Manhattan,Entire home/apt,2,225,0.00,0.00
t,Gramercy,Manhattan,Entire home/apt,4,260,5.00,5.00
t,Flatbush,Brooklyn,Private room,2,70,4.77,4.96
f,East Flatbush,Brooklyn,Private room,2,64,5.00,5.00
f,East Flatbush,Brooklyn,Entire home/apt,2,150,4.50,4.90
t,Bedford-Stuyvesant,Brooklyn,Private room,1,45,0.00,0.00
f,Chelsea,Manhattan,Private room,2,85,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,199,4.83,4.50
t,Gramercy,Manhattan,Entire home/apt,2,160,5.00,5.00
f,Park Slope,Brooklyn,Entire home/apt,2,130,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,400,4.00,4.33
t,Carroll Gardens,Brooklyn,Entire home/apt,2,165,4.98,4.95
t,Sunnyside,Queens,Private room,2,60,4.92,4.92
f,Hell's Kitchen,Manhattan,Private room,1,100,5.00,4.88
t,Hell's Kitchen,Manhattan,Entire home/apt,7,568,5.00,5.00
f,Long Island City,Queens,Private room,2,50,4.70,4.79
t,Midtown,Manhattan,Entire home/apt,5,995,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,62,4.00,5.00
t,Brownsville,Brooklyn,Entire home/apt,6,349,0.00,0.00
t,Flatbush,Brooklyn,Private room,2,75,4.85,4.94
f,Astoria,Queens,Private room,1,52,4.95,4.66
t,Prospect Heights,Brooklyn,Private room,1,45,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,140,4.91,4.44
f,East Flatbush,Brooklyn,Private room,3,65,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,250,0.00,0.00
f,Astoria,Queens,Private room,1,44,4.84,4.68
f,East Flatbush,Brooklyn,Private room,3,52,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,164,5.00,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,545,5.00,5.00
f,Upper West Side,Manhattan,Private room,2,95,4.91,4.77
f,Bedford-Stuyvesant,Brooklyn,Private room,2,100,0.00,0.00
t,Bedford-Stuyvesant,Brooklyn,Private room,2,70,4.56,4.78
t,Long Island City,Queens,Entire home/apt,4,220,4.76,4.83
t,Chelsea,Manhattan,Entire home/apt,2,105,4.70,4.63
t,Boerum Hill,Brooklyn,Entire home/apt,4,138,4.82,4.55
f,Midtown,Manhattan,Entire home/apt,2,311,0.00,0.00
t,Williamsburg,Brooklyn,Entire home/apt,13,556,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,2,328,5.00,5.00
f,Mott Haven,Bronx,Private room,1,43,4.71,4.64
t,Woodside,Queens,Private room,2,60,4.50,4.92
f,Prospect Heights,Brooklyn,Entire home/apt,3,200,4.67,4.67
f,East Flatbush,Brooklyn,Private room,1,100,0.00,0.00
f,East Flatbush,Brooklyn,Entire home/apt,4,120,4.35,4.82
f,Nolita,Manhattan,Private room,3,185,0.00,0.00
f,Harlem,Manhattan,Private room,2,45,4.53,4.40
f,Williamsburg,Brooklyn,Private room,2,50,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,127,5.00,5.00
f,Cypress Hills,Brooklyn,Private room,2,98,4.84,4.89
f,Midtown,Manhattan,Entire home/apt,4,516,0.00,0.00
f,Washington Heights,Manhattan,Entire home/apt,3,75,4.58,4.91
f,Concord,Staten Island,Private room,1,100,0.00,0.00
t,Prospect Heights,Brooklyn,Entire home/apt,4,225,5.00,5.00
t,Park Slope,Brooklyn,Entire home/apt,4,349,4.98,4.94
t,Brownsville,Brooklyn,Entire home/apt,2,110,4.53,4.82
f,Brownsville,Brooklyn,Private room,2,60,4.50,4.58
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,120,4.75,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,208,4.91,5.00
f,Long Island City,Queens,Private room,3,165,4.34,4.26
f,Midtown,Manhattan,Private room,4,249,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,179,4.88,4.91
f,Midtown,Manhattan,Entire home/apt,2,289,0.00,0.00
t,Park Slope,Brooklyn,Entire home/apt,9,2400,5.00,5.00
f,Long Island City,Queens,Private room,4,172,4.38,4.24
f,Park Slope,Brooklyn,Entire home/apt,4,350,5.00,5.00
f,Upper East Side,Manhattan,Entire home/apt,6,700,5.00,5.00
t,Midtown,Manhattan,Private room,1,120,0.00,0.00
f,East Harlem,Manhattan,Entire home/apt,9,2500,4.33,4.33
f,Upper West Side,Manhattan,Entire home/apt,2,170,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,50,4.67,4.67
f,Woodhaven,Queens,Private room,6,80,0.00,0.00
f,East New York,Brooklyn,Entire home/apt,4,160,4.80,5.00
t,Maspeth,Queens,Private room,2,35,4.24,4.62
f,Bushwick,Brooklyn,Private room,2,39,5.00,4.75
t,Gowanus,Brooklyn,Entire home/apt,2,273,5.00,4.95
f,East New York,Brooklyn,Entire home/apt,4,95,4.31,4.50
f,Bushwick,Brooklyn,Private room,2,81,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,3,99,4.74,4.58
f,Midtown,Manhattan,Entire home/apt,6,139,4.87,4.64
t,Gramercy,Manhattan,Entire home/apt,6,440,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,4,148,5.00,5.00
t,Chelsea,Manhattan,Entire home/apt,3,280,4.95,4.88
f,Bedford-Stuyvesant,Brooklyn,Private room,2,39,4.79,4.82
t,Bedford-Stuyvesant,Brooklyn,Private room,2,55,5.00,5.00
f,Bushwick,Brooklyn,Private room,2,90,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,36,1.00,3.00
f,Upper West Side,Manhattan,Private room,2,58,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,105,0.00,0.00
f,Flatbush,Brooklyn,Private room,2,157,4.75,5.00
f,Bushwick,Brooklyn,Private room,1,66,4.70,4.85
f,East Flatbush,Brooklyn,Private room,2,112,4.00,4.50
t,East Flatbush,Brooklyn,Entire home/apt,5,150,0.00,0.00
f,Brownsville,Brooklyn,Private room,1,40,3.75,4.25
f,Brownsville,Brooklyn,Private room,2,39,4.00,4.67
f,Brownsville,Brooklyn,Private room,2,38,3.00,3.00
f,Midtown,Manhattan,Entire home/apt,8,1026,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,8,1026,0.00,0.00
f,Midtown,Manhattan,Private room,2,263,4.70,4.19
f,Astoria,Queens,Private room,1,54,4.62,4.54
f,East Flatbush,Brooklyn,Shared room,2,160,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,2,140,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,214,4.50,4.50
f,Bedford-Stuyvesant,Brooklyn,Private room,2,41,0.00,0.00
t,Bedford-Stuyvesant,Brooklyn,Private room,1,40,0.00,0.00
t,East Village,Manhattan,Entire home/apt,2,124,4.76,4.85
f,Long Island City,Queens,Entire home/apt,8,189,5.00,5.00
f,Lower East Side,Manhattan,Entire home/apt,2,230,5.00,4.86
f,Midtown,Manhattan,Entire home/apt,12,1540,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,12,1546,0.00,0.00
f,Midtown,Manhattan,Entire home/apt,12,1546,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,4,219,4.86,4.64
f,Bushwick,Brooklyn,Private room,2,75,4.75,4.55
f,Upper West Side,Manhattan,Entire home/apt,4,145,4.90,5.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,469,0.00,0.00
f,Lower East Side,Manhattan,Entire home/apt,2,105,4.57,4.76
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,8,258,4.13,4.13
f,Upper East Side,Manhattan,Entire home/apt,5,144,1.00,1.00
t,Brownsville,Brooklyn,Entire home/apt,16,799,4.71,5.00
t,East Flatbush,Brooklyn,Private room,1,36,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,12,1865,0.00,0.00
f,East Village,Manhattan,Private room,2,170,4.94,4.53
f,Elmhurst,Queens,Private room,1,30,4.61,4.83
f,Chelsea,Manhattan,Private room,1,40,4.95,4.00
f,Upper West Side,Manhattan,Private room,2,63,5.00,4.00
f,Upper West Side,Manhattan,Private room,1,128,0.00,0.00
f,Brownsville,Brooklyn,Entire home/apt,16,600,0.00,0.00
t,Long Island City,Queens,Private room,2,69,4.85,4.88
t,Astoria,Queens,Private room,2,75,5.00,5.00
f,Nolita,Manhattan,Private room,2,100,0.00,0.00
f,Astoria,Queens,Private room,2,75,0.00,0.00
f,Upper East Side,Manhattan,Private room,1,106,4.93,4.80
f,Midtown,Manhattan,Private room,3,269,0.00,0.00
f,Upper West Side,Manhattan,Entire home/apt,3,205,4.72,4.84
t,Astoria,Queens,Entire home/apt,2,194,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,2,110,5.00,4.88
t,Upper East Side,Manhattan,Entire home/apt,3,139,5.00,5.00
f,Bushwick,Brooklyn,Entire home/apt,3,253,0.00,0.00
f,Upper East Side,Manhattan,Entire home/apt,2,345,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,42,2.00,2.00
t,Bedford-Stuyvesant,Brooklyn,Private room,1,55,4.20,4.80
t,Bushwick,Brooklyn,Private room,4,135,4.78,4.83
f,Astoria,Queens,Private room,2,60,4.85,4.96
f,East Flatbush,Brooklyn,Entire home/apt,4,139,4.51,4.76
f,East Village,Manhattan,Private room,1,130,5.00,5.00
t,Sunnyside,Queens,Entire home/apt,2,100,4.92,4.89
t,Bushwick,Brooklyn,Entire home/apt,7,399,4.80,4.98
f,Bushwick,Brooklyn,Entire home/apt,3,130,4.67,4.45
t,Canarsie,Brooklyn,Entire home/apt,6,197,4.63,4.96
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,12,829,4.69,4.94
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,10,828,4.81,4.92
f,Upper West Side,Manhattan,Entire home/apt,7,368,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,1,58,1.00,1.00
f,Crown Heights,Brooklyn,Entire home/apt,4,99,4.60,4.90
f,Crown Heights,Brooklyn,Entire home/apt,2,110,5.00,5.00
f,Chinatown,Manhattan,Entire home/apt,6,405,4.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,7,680,5.00,5.00
t,Upper East Side,Manhattan,Entire home/apt,2,10,5.00,5.00
f,East Flatbush,Brooklyn,Private room,1,100,4.90,4.95
f,Bedford-Stuyvesant,Brooklyn,Private room,1,55,4.57,4.50
f,Midtown,Manhattan,Entire home/apt,2,240,0.00,0.00
f,Upper East Side,Manhattan,Private room,1,99,5.00,5.00
t,Bedford-Stuyvesant,Brooklyn,Private room,1,45,4.60,4.69
f,East Harlem,Manhattan,Entire home/apt,2,90,4.67,5.00
f,Chinatown,Manhattan,Entire home/apt,2,236,0.00,0.00
t,Upper East Side,Manhattan,Entire home/apt,2,115,5.00,5.00
f,Upper West Side,Manhattan,Entire home/apt,3,1000,4.76,4.95
f,Flatbush,Brooklyn,Private room,2,126,4.88,4.88
f,Elmhurst,Queens,Private room,2,130,0.00,0.00
t,Elmhurst,Queens,Private room,2,75,4.76,4.74
f,Bushwick,Brooklyn,Private room,2,62,4.29,4.63
f,Hell's Kitchen,Manhattan,Entire home/apt,5,649,0.00,0.00
f,East Harlem,Manhattan,Private room,2,150,5.00,4.97
f,Astoria,Queens,Entire home/apt,3,150,5.00,4.83
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,135,4.70,4.62
t,Bedford-Stuyvesant,Brooklyn,Private room,2,100,4.44,4.49
f,Red Hook,Brooklyn,Entire home/apt,3,250,4.61,4.84
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,142,4.81,4.91
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,147,5.00,5.00
f,Red Hook,Brooklyn,Entire home/apt,3,115,5.00,4.88
f,Bushwick,Brooklyn,Private room,2,55,4.81,4.81
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,192,4.26,4.26
f,Astoria,Queens,Entire home/apt,4,150,0.00,0.00
f,Flatbush,Brooklyn,Private room,2,41,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,59,4.80,4.74
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,135,4.40,4.20
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,115,4.69,5.00
f,Bushwick,Brooklyn,Entire home/apt,6,150,4.65,4.48
f,Bedford-Stuyvesant,Brooklyn,Private room,1,69,4.71,4.88
f,Upper East Side,Manhattan,Entire home/apt,5,396,4.97,4.91
t,Upper East Side,Manhattan,Entire home/apt,2,398,5.00,4.96
f,Bushwick,Brooklyn,Private room,1,70,0.00,0.00
f,Williamsburg,Brooklyn,Entire home/apt,4,114,0.00,0.00
f,Jackson Heights,Queens,Private room,2,29,4.00,4.00
f,Williamsburg,Brooklyn,Private room,2,83,0.00,0.00
f,Flatbush,Brooklyn,Private room,8,224,0.00,0.00
t,Harlem,Manhattan,Entire home/apt,4,225,4.81,4.88
t,East Flatbush,Brooklyn,Entire home/apt,4,125,4.80,4.85
f,Hell's Kitchen,Manhattan,Entire home/apt,5,649,0.00,0.00
f,Richmond Hill,Queens,Entire home/apt,6,325,4.86,4.95
f,East Flatbush,Brooklyn,Entire home/apt,4,85,1.00,2.00
f,Astoria,Queens,Private room,2,179,4.92,4.88
f,Ridgewood,Queens,Private room,2,75,5.00,5.00
f,Fort Greene,Brooklyn,Entire home/apt,3,80,4.67,5.00
t,Sunset Park,Brooklyn,Entire home/apt,3,123,4.96,4.70
f,Financial District,Manhattan,Entire home/apt,2,145,4.00,4.00
t,Upper East Side,Manhattan,Entire home/apt,8,555,0.00,0.00
f,Bushwick,Brooklyn,Private room,2,70,3.50,3.50
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,6,140,4.41,4.76
f,Sunset Park,Brooklyn,Entire home/apt,2,100,4.70,4.56
t,Upper West Side,Manhattan,Private room,2,88,4.85,4.88
t,Bushwick,Brooklyn,Entire home/apt,4,250,5.00,5.00
t,Flatbush,Brooklyn,Entire home/apt,12,207,0.00,0.00
f,East Village,Manhattan,Entire home/apt,2,215,4.91,4.83
f,Midtown,Manhattan,Entire home/apt,4,170,0.00,0.00
f,Hell's Kitchen,Manhattan,Entire home/apt,3,469,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,3,100,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,169,0.00,0.00
t,Bushwick,Brooklyn,Entire home/apt,7,101,4.88,4.69
f,Sunset Park,Brooklyn,Entire home/apt,4,180,0.00,0.00
t,East Flatbush,Brooklyn,Private room,1,42,0.00,0.00
f,Midtown,Manhattan,Private room,6,279,0.00,0.00
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,8,200,4.35,4.84
f,East Flatbush,Brooklyn,Entire home/apt,5,150,0.00,0.00
f,Flatbush,Brooklyn,Entire home/apt,2,80,4.00,4.50
f,Midtown,Manhattan,Entire home/apt,16,2052,0.00,0.00
f,East Harlem,Manhattan,Private room,2,75,4.50,4.50
f,Midtown,Manhattan,Entire home/apt,2,326,0.00,0.00
f,Flatbush,Brooklyn,Private room,2,42,5.00,5.00
f,Bedford-Stuyvesant,Brooklyn,Entire home/apt,4,75,4.53,4.58
f,Bedford-Stuyvesant,Brooklyn,Private room,4,114,4.79,4.74
t,Cambria Heights,Queens,Entire home/apt,4,140,5.00,5.00
f,East Morrisania,Bronx,Private room,2,133,0.00,0.00
f,Bedford-Stuyvesant,Brooklyn,Private room,2,42,5.00,4.60
t,Bedford-Stuyvesant,Brooklyn,Entire home/apt,2,140,4.79,4.92
f,Lower East Side,Manhattan,Entire home/apt,2,133,4.50,4.25
